,User,Original Tweet
2675,Maseich,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2676,rogue_corq,Жилой дом в Днепре разрушила «убийца-авианосцев» https://t.co/nc3EpKdV47
2677,prostoirusja,"@Kuper04744997 @Ukraine_Twi @yurvaga @arestovych как мило, очередная фсбшная руснявая либераха жопу дает за пиздобола Альошу Дрыстовича, с чего бы вас так заботила судьба украинских граждан в межукраинских разборках?"
2678,dankaklubnika,"RT @DrHughMore: Тем кто сомневался нужен ли ад, смотреть кадры из Дніпро 2023 и Gəncə 2020. По жилым домам только 🇷🇺 &amp; 🇦🇲 ракетами бьют...…"
2679,MiroschenkoVlad,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2680,Alusya_K,"А вам ебланы русские, которые отдают приказы стрелять по домам моей Украины. Я хочу пожелать, чтобы какая-то из ракет, попала в вашы дома и погибли все кого вы любит,  чтобы это произошло на ваших глазах. И то, мне кажется, что вам этого будет мало. Горите в аду!!#Днепр #Ukraine https://t.co/QxsElUhXjf"
2681,garryc29rus,"RT @V_Nika282: МО заявило, что официальное заявление о намерении Лондона отправить Киеву 12 основных боевых танков Challenger 2 будет сдела…"
2682,garryc29rus,"RT @V_Nika282: Independent: премьер Британии 🇬🇧 Сунак @RishiSunak решил передать Украине эскадрон танков Challenger 2
Четыре танка — будут…"
2683,Mon35082571,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2684,buks1954,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2685,_taxioh_,"RT @War2022ua: Вот такую дичь сегодня утром опубликовало минубийства рф.
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACM…"
2686,stendy_vsim,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2687,garryc29rus,"RT @V_Nika282: Экс-помощник министра обороны США Уэст считает, что Белый дом не хочет победы Киева и что в Белом доме надеются, что Вооружё…"
2688,HutNews,"RT @Kuper04744997: @ok_ukraine что вы к Арестовичу привязались? возможно у него была не верная информация. что вообще это дает, от того что…"
2689,Elandreyk0,"@irakaspich @LordYasu @gudkov_g Точно? 
https://t.co/7AdBD0DUck https://t.co/0LFKivXD5j"
2690,andrei_man1,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2691,alex_vezberg,"RT @dw_russian: Число погибших в результате попадания ракеты по многоэтажному дому в Днепре возросло до 18 человек, среди них один ребенок,…"
2692,slavic_ru,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2693,Marinuluna,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2694,raxwar,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2695,tikozp_25_EC,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2696,PauliusZaleckas,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2697,VolodymyrNogas,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2698,ugis_lapins,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2699,nanosibiretz,"@Ukraine_Twi @uanews3 @arestovych Да, всем известно, что ПВО всегда стреляет с 200 м. до цели"
2700,Serendipity8488,"RT @War2022ua: Великобритания отправит в Украину не только танки, но и ударные вертолеты, оснащенные ракетами Hellfire, — британское издани…"
2701,MayaSalett,"#Ukraine 

Предупреждение: массированный фейкомётный обстрел со стороны paшни. Я пошёл за попкорном, смотреть, как визжащие в комментах opковбрасыватели снова отхватят люлей.

Вы чё, козероги, реально надеялись, что мы поверим? оО Тогда на ботоферме всё ещё хуже, чем я думал :D"
2702,GafnerTaly,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2703,PauliusZaleckas,"RT @SerDer_Daniels: Восточная часть Бахмута. Работает украинская артиллерия
#Украина #Донецк #Бахмут #Ukraine #Donetsk #Bakhmut #RussiaIsAT…"
2704,OzzUki,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2705,doxa_journal,"Международная федерация журналисто_к (IFJ) просит президента Украины Владимира Зеленского пересмотреть новый закон о медиа, подписанный им в декабре 2022 года. IFJ считает, что новый закон устанавливает государственный контроль над СМИ.

https://t.co/tBwry17LHX"
2706,OrientalExpres8,"«Мотор Січ» открыл представительство в Анкаре 
👇👇
https://t.co/gQTtjmiBXk 

#Turkey #Ukraine https://t.co/DIspW9m8Gj"
2707,g_p_s_,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2708,Nothing68103576,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2709,19karitun61,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2710,Elena48811492,"RT @War2022ua: Вот такую дичь сегодня утром опубликовало минубийства рф.
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACM…"
2711,LisorubZalizni,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2712,Porzia27,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2713,Ruslanvk1975,"@Ukraine_Twi @arestovych и что дальше? что дальше блядь?, что ты этим желаешь сказать?👿"
2714,gVIZBgksYRkFriA,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2715,DGreamlight,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2716,QDrunkman,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2717,Zhdaulet,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2718,NicoGermany1996,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2719,Tanya51243734,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2720,Nazarysha,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2721,qHZgJyqKO2h4geG,@Ukraine_Twi @uanews3 @arestovych Живу примерно на таком же расстоянии. Подтверждаю.
2722,AlternatioOrg,"Mirror: Британия предоставит Украине военные вертолеты Apache

Британия предоставит Украине до четырех военных вертолетов Apache после того, как передаст ей танки Challenger 2, сообщает РИА Новости со ссылкой на источник в фере обороны газеты Mirror. «С...
https://t.co/fZS0J4gvfB"
2723,it_scanter,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2724,milengim,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2725,gazdaShh,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2726,archybbald,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2727,Oksana77814886,"#Dnipro #Ukraine 
Я не желаю смерти расссеее. Пусть живут, мучаются и недоумевают: ""за ЧТО?"""
2728,Roman_Levadnyj,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2729,MinusYpsilon,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2730,dogmotya,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2731,TerriVova,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2732,marta_lviv,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2733,liveforlucky2,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2734,hanter1962,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2735,vita74007142,"RT @sliding0885: Обстрелять Днепр дал приказ командир 52-го гвардейского тяжелого бомбардировочного авиационного полка Олег Тимошин — СМИ
О…"
2736,alle_frauhoff,"RT @dw_russian: Число погибших в результате попадания ракеты по многоэтажному дому в Днепре возросло до 18 человек, среди них один ребенок,…"
2737,Asuladzi,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2738,AgniCenter,"RT @mignewsfeed: ВС Украины официально подтвердили: по Днепру ударила ракета Х-22 
https://t.co/kzxKUXj60M

Только ЗРК, которые, вероятно,…"
2739,Proskoviia,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2740,dollar_po_4_50,@Ukraine_Twi @StugnaU @arestovych Ему пригло указание из Москвы и он отбеляет ее
2741,m82a4,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2742,OlgaBender78,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2743,EsenyaVetrova,"@ok_ukraine Так уже опровергли,,,, где правда, хрен его знает https://t.co/cEfkAtQtmC"
2744,Serhii86822355,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2745,Whiteeagle210,"RT @War2022ua: Вот такую дичь сегодня утром опубликовало минубийства рф.
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACM…"
2746,Joseph_Seed77,"@esmatrix @ok_ukraine @PERSIAN__PRINCE Так я и говорю они разматать рашку могут прямо сейчас и они этим помогут не только Украине но и всему миру,хуйло не будет юзать ЯО."
2747,egorov_alexej,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2748,Aleksan31746328,Разведка ВС США 14 января впервые пропустила ракетный удар ВС России по Украине https://t.co/HnDzTYPKYy
2749,Nemo15206611,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2750,AS7404542949,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2751,yuriyivanovich8,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2752,megatamazi,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2753,B_Elena__,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2754,War2022ua,"Вот такую дичь сегодня утром опубликовало минубийства рф.
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACMS #Bakhmut #HIMARS #Kramatorsk #Luhansk #Ukraina #Moscow #Соледар #Dnipro https://t.co/iQnX3n8XVq"
2755,VasilijSevcenk3,"@ok_ukraine Кто-то в Днепре слышал два взрыва, поэтому появилась версия о сбитии. Но правды не узнает никто, по крайней мере на ближайшие 20 лет."
2756,Old_Belko,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2757,alxab75i,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2758,sergeyskeletoro,"🇺🇦🏴‍☠️ Валентин Резниченко. Как «пилить» во время войны • SkeletInfo 🧐☠️

#Валентин_Резниченко #Прайм_Роелти_Сервис #ДнепрОВА #Денис_Островский #новости #Украина #Днепр #новости_Днепра #новости_Украины #Ukraine #SkeletInfo https://t.co/9xgQklOoo4"
2759,NatalyGurgenid1,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2760,e9sMy8PcGUL4FX7,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2761,MintyCat11,"RT @Panopticumhr: @Snowden Вместо комментариев... 

https://t.co/Rt2Exouezg"
2762,osykhetskiy,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2763,kochegarka,"326-й день войны: В Украине ликвидированы 115,3 тыс. российских бойцов https://t.co/IkkYGtDPWW"
2764,AlAl191919,"RT @sliding0885: Обстрелять Днепр дал приказ командир 52-го гвардейского тяжелого бомбардировочного авиационного полка Олег Тимошин — СМИ
О…"
2765,sashacenter,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2766,profesorsa_,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2767,sol2v,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2768,MinerTorpedisd,"RT @SvobodaRadio: ""Чем больше мы узнаем о поведении русских войск в Украине, об ужасах, творимых ими, тем больше усиливается желание Запада…"
2769,finlexxx,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2770,ZhukovLeonid6,"RT @dw_russian: Кремль пытается отказаться от предложения Киева о мирном саммите, используя в качестве оправдания ""давние ложные утверждени…"
2771,Spirit_Ukraine,RT @StugnaU: И никто не пишет что перед ракетными ударами не было никаких сигнадов воздуш.тревоги ни ни в Днепре ни в Киеве. По Киеву снача…
2772,Joseph_Seed77,"@esmatrix @ok_ukraine @PERSIAN__PRINCE Интересы продления войны?
Еще раз,они могут это закончить."
2773,Bitrays,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2774,slavaukrainitg,"Вот такую дичь сегодня утром опубликовало минубийства рф.

Просто ублюдки 🤬

ТРУХА⚡️Украина | Прислать новость via https://t.co/CiauEqe2EO 

#Україні #новини #україна #росія #війна #ukraine #ukrainenow #ukrainelive https://t.co/3vxaR2axB2"
2775,svmoto11122,"RT @War2022ua: Великобритания отправит в Украину не только танки, но и ударные вертолеты, оснащенные ракетами Hellfire, — британское издани…"
2776,hoholl8080,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2777,5gwZMh3EZmQryUM,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2778,Leopardinos,"RT @_rexmel: Мадина из Казахстана на собственные средства создала ""с нуля"" производство бронежилетов в Украине и раздает их бесплатно. 

По…"
2779,tupinhuilo,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2780,Rusofob_Moldova,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2781,russian_spurs,Тоттенхэм — Арсенал кто показывает матч по ТВ: Дерби Северного Лондона с «Тоттенхэм Хотспур Стэдиум» 15-го января будут транслировать ТВ каналы сети Сетанта Спорт: Setanta Sports 1 и Setanta Sports Ukraine. Начало в 19:30 по московскому времени. В… https://t.co/gvrLwn0O1a https://t.co/4Cj5Jbb8nN
2782,Fe_Kull,"RT @War2022ua: Правительство Британии подтвердило, что передаст Украине 14 танков Challenger 2 и около 30 САУ AS90, - сообщение правительст…"
2783,kolaryssa1,"RT @dw_russian: Число погибших в результате попадания ракеты по многоэтажному дому в Днепре возросло до 18 человек, среди них один ребенок,…"
2784,esmatrix,@Joseph_Seed77 @ok_ukraine @PERSIAN__PRINCE понятно что после этого Россию раздавили бы как таракана - но вот этих неизбежных потерь нато пытается избежать
2785,olga34489942,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
2786,esmatrix,@Joseph_Seed77 @ok_ukraine @PERSIAN__PRINCE если бы гипотетически Россия начала войну с одной из стран НАТО например с Эстонией то первым делом они накрыли бы эстонские города массированным ракетным залпом а потом попёрли бы колонны танков и в первые же часы Эстония понесла бы серьёзные потери
2787,DneprVecernij,"Это страшно!!!!!

Посмотрите видео от Добрый! #TikTok https://t.co/4KuqjkFwSp"
2788,FuckPutinBot,"Иди трахнуйся, Путин!
(Russian)

#StopPutin #RussianWarCrimes #UkraineUnderAttack #Ukraine"
2789,alciona4,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2790,Joseph_Seed77,"@esmatrix @ok_ukraine @PERSIAN__PRINCE То что они сейчас делаю иметнго так,хотите что бы война продлилась лет 10 пока не кого будет с рашки отправлять?
А сколько орки будут убивать и разрушать за это время украинцев в я думаю не подумали."
2791,vladsu888,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2792,fandei2,"@EmineDzheppar @MFA_Ukraine Идиотка и продажная шлюшка навсегда, уже не вылечить. Читай историю последних 80-ти лет США. https://t.co/OuFs1FvSL1"
2793,Busy95642889,"RT @War2022ua: Соледар держится.

Пограничники показали, как насыпают вражеской пехоте на линии обороны.
#ukrainecounteroffensive #Ukraine…"
2794,ru_thebell,"Продолжение онлайна 15 января

НАСТОЯЩИЙ МАТЕРИАЛ (ИНФОРМАЦИЯ) ПРОИЗВЕДЕН И РАСПРОСТРАНЕН ИНОСТРАННЫМ АГЕНТОМ THE BELL ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА THE BELL. 18+

https://t.co/WU7wxt6rSX"
2795,js9248188,"RT @War2022ua: Великобритания отправит в Украину не только танки, но и ударные вертолеты, оснащенные ракетами Hellfire, — британское издани…"
2796,rogue_corq,Британская разведка назвала повышение возраста призыва в РФ возможной заменой мобилизации https://t.co/JOCrRzgsHz #Russia #Ukraine
2797,flowerestate1,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2798,AndreiProtasev1,@ok_ukraine Ракета ПВО имеет осколочную боевую головку. Она не может нанести такие серьезные разрушения. Это именно что росс. ракета.
2799,LVDua,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2800,MyKiev_net,"Представительница Украины на конкурсе «Мисс Вселенная» рассказала о провокациях россиянки и почему оргкомитет допустил ее к участию
https://t.co/sAHV5J7pAE https://t.co/46Gloh2rZ6"
2801,Allochka_Lo,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2802,esmatrix,"@Joseph_Seed77 @ok_ukraine @PERSIAN__PRINCE я не могу НАТО осуждать потому что они соблюдают прежде всего свои интересы
 Я очень благодарен им за ту военную помощь которую они оказывают
 без неё война бы уже закончилась причём по-другому 💀"
2803,vovchemys,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2804,alissa_0208,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2805,Stand_4_Ukraine,@TorskKrama @bichikota Мы все мечтаем чтоб кремль рухнул
2806,Joseph_Seed77,@esmatrix @ok_ukraine @PERSIAN__PRINCE НАТО воюет не так как россия по этому по чему бы и нет.
2807,2DKSwrukVTw8s16,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2808,IvetaVucena,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2809,jevgenato,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2810,GrinNataly,"@ok_ukraine @NikBostonar Арестович собирается стать президентом рашки, вот и работает на электорат🥴
https://t.co/N77YRFdj2l"
2811,CredoQuiaAbsu,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2812,sevastyanovgreg,"@Ukraine_Twi @yurvaga @arestovych Не врёт он
 Просто ему никто ничего не докладывает. Он попросту сказочник и фантазер"
2813,esmatrix,"@Joseph_Seed77 @ok_ukraine @PERSIAN__PRINCE если дать украинцам прямо сейчас системы залпового огня на 300 км, истребители и танки НАТО, то война закончится уже через неделю причём глубоко на территории России"
2814,vladvdov43,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2815,Tnutsu,"RT @dw_russian: Число погибших в результате попадания ракеты по многоэтажному дому в Днепре возросло до 18 человек, среди них один ребенок,…"
2816,68juk,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
2817,apxitex,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2818,ukrein555,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2819,esmatrix,@Joseph_Seed77 @ok_ukraine @PERSIAN__PRINCE а военная помощь от НАТО позволяет украинцам держаться но её объём строго рассчитан чтобы линия фронта особо не двигалась туда-сюда
2820,Stas73319523,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2821,nazarenkovel,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2822,esmatrix,"@Joseph_Seed77 @ok_ukraine @PERSIAN__PRINCE а вы считаете если эти толпы чмобиков попрут через границу на одну из стран НАТО вы думаете нато будет радо терять хотя бы одного своего солдата на 100 мобиков?
 Вот они и ждут пока армия россии максимально перемелется в украинской мясорубке"
2823,Kuper04744997,"@Ukraine_Twi @yurvaga @arestovych он не врет-он был просто не в курсе, возможно получил не точную а возможно и ложную информацию. не нужно делать таких выводов."
2824,yuryjuly,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2825,dumskaya_net,"В Украине за сутки полегли 630 оккупантов, сгорели десять вражеских бронемашин и четыре артустановки https://t.co/znk60lVqjK"
2826,Sergey13051958,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2827,rus_zg,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2828,AdrianSzumski4,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2829,kanevskayal1,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2830,oleksiicharly,@ok_ukraine и вся его семья
2831,AndreyKostikov,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2832,123Kalna,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2833,7qqUpa,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2834,1973mikas,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2835,z_gydra2,"Хроника украинской пропаганды🤦‍♂️

Воздушные силы Украины: У ВСУ нет огневых средств, способных сбивать данный тип ракет;

Арестович: Ракету, которая обрушила подъезд многоэтажки в Днепре, сбила украинская система ПВО.

#Arestovych #Nazi #NaziUkraine #Ukraine"
2836,d234323,"@RussiaUN @KremlinRussia @MedvedevRussiaE @Swagenknecht @DonaldJTrumpJr @elonmusk
Кто из евреев РФ борется против #Nazi-евреев #Ukraine?Это Соловьев,Сатановский(хороший аналитик),Пригожин(ЧВК #Wagner PMC),Иванов(СВР) и пр.,но их мало.Кто нападает на Пригожина?Провластные евреи РФ"
2837,Vverenas,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2838,Demiurg999,RT @izvestia_ru: Польша передала Украине очередную партию из 8 тыс. терминалов Starlink. За последние 10 месяцев Киев получил почти 30 тыс.…
2839,DCLXVI_by,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2840,MattHagiHH,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2841,NataliaDemish,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
2842,9XPPAW4iHqkDQ80,"RT @War2022ua: Великобритания отправит в Украину не только танки, но и ударные вертолеты, оснащенные ракетами Hellfire, — британское издани…"
2843,lksndrrdnk2013,RT @MaitanovAzamat: 🇰🇿Мадина родом из Казахстана на собственные средства создала производство бронежилетов в Украине и раздает их бесплатно…
